country,director,genres,id_IMDb,name,rating_IMDb,year
США,Ли Филипс,"драма,военный фильм,вестерн",0072069,"Алый знак доблести (фильм, 1974)",6.1,1974
Украина,Борис Квашнёв,"детективный фильм,боевик,триллер",0103668,Америкэн бой,5.8,1992
Австралия,unknown,"Драма,Комедия-драма",1822469,Адвокаты (телесериал),7.6,2011
"США,Израиль,ЮАР",Боб Мисиоровски,"боевик,фильм ужасов,триллер",0161970,Акулы (фильм),3.4,1999
Великобритания,Джон Хендерсон,"фэнтези,приключения,семейный",0167758,"Алиса в Зазеркалье (фильм, 1998)",5.3,1998
США,Гарри Харрис,"приключенческий фильм,семейный фильм,фэнтези",0088693,"Алиса в Стране чудес (фильм, 1985)",7.2,1985
США,Энтони Ферранте,"фильм-катастрофа,ужасы,фантастика,трэш,комедия",2724064,Акулий торнадо,3.3,2013
Россия,"Фёдор Стуков,сезон,Александр Назаров","комедия,драмеди",6520014,Адаптация (телесериал),6.6,"2017,2019"
США,"Деклан О,Брайен","ужасы,фантастика,боевик,комедия",1619880,Акулосьминог,3.2,2010
США,Дэвид фон Анкен,вестерн,1699748,Ад на колёсах,8.3,"2011,2016"
США,Пол Бриганти,комедия,5034326,Адам портит всё,8.1,"2015,2019"
Мексика,Бенхамин Канн,"историческая,мелодрама",0211850,Ад в маленьком городке,7.6,1997
США,Роберт Хэрмон,unknown,0401504,Айк: Обратный отсчёт,7.1,2004
"США,Великобритания",Дуглас Кэмфилд,приключенческий фильм,0084157,"Айвенго (фильм, 1982)",6.7,1982
США,Тим Бёртон,"приключенческий фильм,комедия,семейный фильм,фэнтези",0125603,Аладдин и его волшебная лампа,6.6,1986
США,"Пастор Альварадо ,Брайан А,Лоскьяво","научная фантастика,комедия,метафикшн",4501242,Агенты «Щ.И.Т.»: Двойной агент,7.4,2015
США,Мик Гаррис,"фильм ужасов,триллер,мистика",0119975,"Автострада (фильм, 1997)",4.8,1997
Великобритания,"в порядке количества снятых эпизодов,Мойра Армстронг,Филип Дадли,Ридли Скотт,Пол Чьяппессони,Генри Сафран,и другие",комедия,0059963,Адам Адамант жив!,7.0,"1966,1967"
США,Джеф Лоуб,"драма,приключения,супергероика,боевик,научная фантастика",2364582,Агенты «Щ.И.Т.»,7.5,"2013,2020"
СССР,Геннадий Беглов,драма,0149585,"Ад, или Досье на самого себя",6.5,1989
Россия,Аня Мирохина,"мистика,детектив,драма",13011360,Агентство О.К.О.,6.8,2020
США,unknown,"научная фантастика,боевик",6243582,Агенты «Щ.И.Т.»: Академия,6.7,2016
Россия,"Юрий Беленький,Ольга Вихоркова",unknown,unknown,АБВГД Ltd,unknown,"1992,1993"
Россия,Ольга Музалёва,"детектив,драма",unknown,А у нас во дворе…,unknown,"2017,2023"
США,Пол Уэндкос,драма,0075515,"79, Парк-авеню",7.4,1977
Великобритания,"Джо Корниш,Уильям МакГрегор,Катрин Морсхэд","боевик,фэнтези,ужасы,триллер",13802576,Агентство «Локвуд и компания»,7.4,2023
США,unknown,"чёрная комедия,супергероика",15571732,Агата: Дневники Даркхолда,None,2024
Россия,"Дмитрий Светозаров,Виталий Аксёнов,Андрей Черных ,Эрнест Ясан,Игорь Москвитин ,Андрей Кравчук,Влад Фурман,Виктор Татарский ,Алексей Лебедев ","детектив,боевик",1650387,Агент национальной безопасности,5.4,1999
США,"Джо Кесада,Феликс Парнелл,Кит Поттер,Крис Шерами,Джон П,Гордон,Марк Колпак","боевик,драма,научная фантастика,приключенческий,супергеройский",6313900,Агенты «Щ.И.Т.»: Йо-Йо,6.8,2016
США,Рамин Бахрани,"драматический фильм,дистопия,научно-фантастический фильм,экранизация романа",0360556,"451 градус по Фаренгейту (фильм, 2018)",5.0,2018
США,unknown,"боевик,приключения,супергероика,научная фантастика,драма",3475734,Агент Картер,7.8,"2015,2016"
США,unknown,Мыльная опера,0108862,Агентство моделей,6.3,"1994,1995"
США,"Макдональд,Кевин ,режиссёр","научная фантастика,детектив,триллер,драма",2879552,11.22.63,8.1,2016
Великобритания,unknown,"криминальный телесериал,телесериал-экранизация романа",5015548,Агата Рэйзин,7.2,2014
"Канада,США","Филлип Нойс,пять эпизодов,Май Сеттерлинг,три эпизода,Колин Бакси,два эпизода,Роже Вадим,один эпизод,Пол Верховен,Кристиан Дюге,Майк Ходжес,Патрисия Мазюи","сериал-антология,мистика,триллер,эротика",0085031,Автостопщик (телесериал),6.8,"1983,1991"
США,unknown,"приключения,фэнтези",9018736,"Аватар: Легенда об Аанге (сериал, 2024)",None,2024
Россия,Роман Волобуев,"драма,триллер,комедия",16277108,"Аврора (телесериал, 2022)",6.5,2022
Аргентина,unknown,комедийный телесериал,0316613,"Авантюристы (телесериал, 2002)",9.3,"2002,2004"
США,unknown,Боевик,3499120,Агент Икс,6.1,2015
США,unknown,"Фантастика,Комедия",0084978,Автомен,6.8,"1983,1984"
США,unknown,"научная фантастика,комедия",10234362,Авеню 5,6.7,"2020,2022"
Великобритания,Тим Киркби,"комедийное,сатирическое,шоу",0358323,Абсурдное природоведение,8.4,"2002,2005"
Великобритания,unknown,драма,0129723,Автомобили Z,7.0,"1962,1978"
США,unknown,Ситуационная комедия,0928410,Автолюбители (телесериал),7.6,"2007,2008"
США,"Отто Родригес,Тони Родригес","Фантастика,Драма",1807106,"Аврора (телесериал, 2010)",6.9,"2010,2011"
Великобритания,"Джон Мортон,Тристрам Шапиро","Комедия,Сатира",0386149,Абсолютная власть (телесериал),8.1,
США,unknown,"фэнтези,драма",7612548,Аванпост (телесериал),6.5,"2018,2021"
США,unknown,документальное кино,6333098,Абстракция: Искусство дизайна,8.3,2017
Великобритания,unknown,драма,1606375,Аббатство Даунтон,8.7,"2010,2015"
США,Чак Джонс,Сюрреализм,0045708,Бешеная утка,8.6,1953
США,unknown,"Фантастика,Триллер,Драма",3148266,12 обезьян (телесериал),7.7,"2015,2018"
"Россия,Китай",Мао Вэйнин,военный,1156472,"А зори здесь тихие (телесериал, 2005)",4.7,2005
Латвия,Владимир Лещёв,unknown,0835746,Бессонница (мультфильм),6.2,2004
Россия,"Егор Карма ,Игорь Волошин","ситуационная комедия,музыкальный фильм,мелодрама",unknown,90-е. Весело и громко,unknown,2019
США,Грегг Араки,Комедия,8201814,А теперь — апокалипсис,6.4,2019
США,unknown,"драма,научная фантастика",9319770,4400 (телесериал),3.9,"2021,2022"
США,"Скотт Питерс,Винс Мисиано,Ник Копус","Фантастика,Триллер,Боевик,Драма,Детектив",0389564,4400,7.3,"2004,2007"
Россия,Александр Касаткин,"Историческая,драма",10521070,А. Л. Ж. И. Р. (телесериал),7.2,2019
США,Бен Ричардсон,вестерн,18335752,1923 (телесериал),8.3,2022
США,Майк Джадж,"комедия,научная фантастика,сатира",14145426,Бивис и Баттхед уделывают Вселенную,7.0,2022
Франция,"Жан Имаж,Чарльз Фрэнк ,англоязычная версия","приключенческий,семейный,мультфильм",0145853,Бесстрашный Жанно,5.8,1950
США,unknown,Подростковая драма,1225901,90210: Новое поколение,6.2,"2008,2013"
СССР,Сергей Кушнеров,анимационная комедия,11662030,Бестолковый вомбат,8.0,1990
Польша,"Катажына Адамик,Ольга Хайдас,Агнешка Холланд,Агнешка Смочыньска","детектив,антиутопия",7371666,1983 (телесериал),6.7,2018
США,Эдвард Бергер,триллер,27126323,Адский город,None,unknown
США,"Саймон Смит,Стив Хикнер","комедия,приключения",0389790,Би Муви: Медовый заговор,6.1,2007
Испания,Нарсисо Ибаньес Серрадор,"ужасы,фантастика,триллер,мистика,драма",0247872,"6 фильмов, которые не дадут вам уснуть",7.9,2007
Германия,"Марвин Крен,Оливер Хиршбигель,Озгюр Йылдырым",драматический фильм,5754602,4 квартала,8.2,"2017,2019"
США,unknown,телевизионный вестерн,13991232,1883 (сериал),8.7,"2021,2022"
Германия,Баран бо Одар,"драма,мистика,ужасы",9319668,1899 (телесериал),7.3,2022
США,"Деннис Смит,Алекс Закржевский,Джон Беринг","триллер,драма,криминал,детектив",0433309,4исла,6.9,"2005,2010"
США,Гэбриэль Коуэн,драма,2123884,3 ночи в пустыне,4.6,2014
СССР,"Владимир Данилевич,Иван Иванов-Вано",памфлет,1240900,Аве Мария (мультфильм),6.1,1972
unknown,Хидэки Такаяма,симулятор свиданий,unknown,Беспокойные сердца,unknown,2007
США,unknown,Ситком,0088470,227 (телесериал),6.7,"1985,1990"
США,"Сэвидж Стив Холланд,Джонатан Джадж,Джулиан Петрилло","Ситком,комедия",3904078,100 шагов: Успеть до старших классов,6.3,"2014,2016"
Россия,unknown,комедия,3711070,33 квадратных метра,6.1,"1997,2004"
Бразилия,Лучиано Мура,драма,7899162,13 дней вдали от солнца,7.0,2018
unknown,Син Итагаки,"тёмное фэнтези,драма,боевик,меч и колдовство",unknown,Берсерк (манга),unknown,2013
США,"Стивен Хопкинс,Джон Кассар,Бронуэн Хьюз","политический триллер,шпионский триллер,экшен",5345490,24 часа: Наследие,6.3,2017
США,Алекс Хардкасл,ситуационная комедия,1441093,100 вопросов,5.6,2010
США,unknown,"подростковая драма,криминальная драма",1837492,13 причин почему,7.5,"2017,2020"
США,unknown,"триллер,боевик",0285331,24 часа (телесериал),8.4,"2001,2014"
США,Рассел Малкэхи,"биографическая,спортивная,драма",0401088,3: История Дейла Эрнхардта,6.7,unknown
"Германия,Украина,Россия",Ахим фон Боррис,"военная,драма,боевик",1699202,4 дня в мае,6.4,2011
Канада,unknown,ситком,1411254,18 для жизни,6.8,"2010,2011"
СССР,"А,Иванов",unknown,unknown,Белое золото (Хлопок),unknown,1947
Белоруссия,Елена Петкевич,сказка,unknown,Белоснежка и Алоцветик,unknown,2012
Россия,Сергей Серёгин,unknown,unknown,Белолобый (мультфильм),unknown,2010
"Россия,Нидерланды",Илья Хржановский,драма,0445161,4 (фильм),6.5,2004
Канада,Ричард Чупка,unknown,0111866,10-07: Дело Зевса,5.6,1995
США,unknown,телевизионный документальный фильм,0123338,"60 минут (телешоу, США)",7.5,1968
США,Бенни Бум,"байопик,драма,боевик",1666185,2pac: Легенда,5.9,2017
СССР,Галина Тургенева,unknown,unknown,Белая бабочка (мультфильм),unknown,1981
Чехословакия,Яромил Йиреш,"драма,военный",0122844,…и передайте привет ласточкам,6.8,1972
unknown,Кацухито Акияма,unknown,unknown,Бейблэйд Бёрст,unknown,"2019,2020"
Индия,Сенна Хегде,"документальный,драма,комедия",4570696,0-41*,8.9,2016
unknown,Акияма Кацухито,"комедия,спокон,приключения",unknown,Бейблэйд,unknown,2002
unknown,Котаро Тамура,"романтика,трагикомедия,приключения,фэнтези,драма",unknown,Бездомный бог,unknown,"2015,2016"
Франция,"Оливье Накаш,Эрик Толедано","комедийная драма,бадди-муви",1675434,1+1 (фильм),8.5,2011
Россия,Наталья Мальгина,Семейный фильм,unknown,Беззаконие (мультфильм),unknown,2010
Бразилия,Сесар Чарлоне,"драма,триллер,научная фантастика",4922804,3%,7.3,"2016,2020"
США,unknown,драма,10323338,9-1-1: Одинокая звезда,7.3,2020
СССР,Станислав Соколов,сказка,unknown,Бездомные домовые,unknown,1981
unknown,Ацуко Исидзука,"приключения,комедия,фэнтези,этти",unknown,Без игры жизни нет,unknown,2017
США,unknown,комедия,6461794,"9J, 9K и 9L",5.1,"2017,2018"
США,unknown,процедурная драма,7235466,9-1-1 (телесериал),7.9,2018
"США,Великобритания",Уэс Андерсон,"комедия,мелодрама,боевик",0432283,Бесподобный мистер Фокс,7.9,2009
США,unknown,драма,0775558,3 фунта,6.7,2006
Россия,Михаил Алдашин,сказка,3675864,Бессмертный (мультфильм),7.1,2012
СССР,Оксана Черкасова,легенда,2381105,Бескрылый гусёнок (мультфильм),6.4,1987
США,"Шон Уолтман,Чайна",порнофильм,0439985,1 Night in China,2.6,2004
США,unknown,"мокьюментари,кинокомедия,Ужас",1105711,1000 способов умереть,6.8,"2008,2012"
США,"Себастьян Монтес,Скутер Тидвелл","боевик,научно-фантастический фильм,приключенческий фильм",1146431,Бен-10: Секрет Омнитрикса,7.3,2007
"Россия,Великобритания,США",Юрий Кулаков,семейный фильм,0270854,Беовульф: Анимированный эпос,7.1,1998
США,"Руководящий режиссёр,Дэвид Хэнд,Режиссёры сцен,Перс Пирс,Уильям Коттрелл,Ларри Мори,Уилфред Джексон,Бен Шарпстин","мюзикл,фэнтези",0029583,Белоснежка и семь гномов (мультфильм),7.6,"1937,1938,1955"
США,Энгус Маклейн,приключенческий фильм,1334585,БЕРН·И,7.6,2008
США,"Джил Джангер,Генри Чан,Фил Трэйл","комедия,мелодрама,драма",1321805,10 причин моей ненависти (телесериал),7.2,"2009,2010"
США,"Энрико Жардим,Джон Макинтайр","боевик,фантастика,комедия",13186528,Бен-10 против Вселенной: Фильм,5.3,2020
СССР,Зиновий Ройзман,unknown,2405236,Белый верблюжонок,6.2,1974
США,Дэйв Флейшер,"сказка,комедия",0024578,"Белоснежка (мультфильм, 1933)",7.4,1933
Россия,"Инна Евланникова,Александр Храмцов","исторический,мультфильм,комедия,приключения,фантастика",13033280,Белка и Стрелка. Карибская тайна,4.4,2020
СССР,Владимир Данилевич,сказка,6114994,Белая шкурка,6.7,1968
США,Джон Хаули,"сказка,приключения,комедия,мюзикл,семейный",0099733,Белоснежка 2: И жили они счастливо,5.5,1989
США,Батч Лукич,"боевик,фантастика",4729754,Безграничный Бэтмен: Нашествие монстров,5.6,2015
Россия,"Инна Евланникова,Александр Храмцов","мультфильм,исторический,комедия,приключения,фантастика",3600950,Белка и Стрелка. Лунные приключения,3.9,2014
Франция,Эмиль Рейно,мультфильм,0000003,Бедный Пьеро,6.5,1892
Россия,"Святослав Ушаков,постановщик,Инна Евланникова","Исторический ,мультфильм,комедия,приключения",1272051,Белка и Стрелка. Звёздные собаки,5.0,2010
США,Джон Лассетер,"комедийный фильм,семейный фильм",0097674,Безделушка (мультфильм),7.4,1989
США,Курт Геда,"боевик,фантастика",5896146,Безграничный Бэтмен: Роботы против мутантов,5.8,2016
СССР,Вадим Курчевский,комедия,5871742,Бедокуры,5.9,1982
США,Батч Лукич,"боевик,фантастика",4437640,Безграничный Бэтмен: Животные инстинкты,5.7,2015
СССР,"Леонид Амальрик,Владимир Полковников",сказка,1794739,Бармалей (мультфильм),6.1,1941
Россия,"Елена Галдобина,Федор Дмитриев","комедия,приключения,семейный",11390126,Барбоскины на даче,5.3,2020
СССР,Иосиф Боярский,"мультфильм для взрослых,мелодрама",unknown,Банальная история (мультфильм),unknown,1962
США,"Аб Айверкс,Уолт Дисней",комедия,0019278,Безумный самолёт,7.0,"1928,1929"
Чехословакия,Карел Земан,"фантастика,приключения,кинокомедия",0054665,"Барон Мюнхгаузен (фильм, 1962)",7.7,1962
"Россия,Испания","Елена Галдобина,Фёдор Дмитриев,Хуадно Элорди","комедия,мюзикл,приключения,семейный",21964696,Барбоскины Team,4.7,2022
СССР,"Михаил Калинин,Роман Давыдов","кино-плакат,сатира",unknown,Баллада о столе,unknown,1955
СССР,"Э,Назаров",сказка,1318828,Бегемотик (мультфильм),6.2,1975
СССР,Идея Гаранина,драма,2371462,Бедная Лиза (мультфильм),6.9,1978
СССР,Пётр Носов,фильм-сказка,9223046,"Беги, ручеёк",5.9,1963
США,"Дон Блут,Гэри Голдман","приключения,семейный,мюзикл,сказка",0197273,Барток Великолепный,6.1,1999
США,"Уилльям Лау,Терри Классен","Семейный,Фэнтези,Мультипликация",1800254,Барби: Тайна феи,5.9,2011
США,Оуэн Херли,"детский фильм,фэнтезийный фильм,приключенческий фильм,рождественский фильм",0288441,Барби и Щелкунчик,6.3,2001
США,Изекиль Нортон,семейный,4215332,Барби: Супер Принцесса,5.3,2015
США,Келли Кайран,"Семейный,Фэнтези,Мультипликация",3321254,Барби и сёстры в Сказке о пони,6.0,2013
США,Грег Ричардсон,"романтика,приключения",0859594,Барби и 12 танцующих принцесс,6.9,2006
"США,Канада",Оуэн Хёрли,сказка,0313255,Барби и дракон,6.5,2002
Великобритания,Джей Грэйс,"комедия,семейный",5174284,Барашек Шон: Фермерский бедлам,6.8,2015
США,Зеке Нортон,"Семейный,Фэнтези",2066832,Барби: Академия принцесс,6.6,2011
США,Уильям Лау,"Семейный,фэнтези,мюзикл",0426955,Барби: Принцесса и Нищенка,7.0,2004
unknown,Горо Миядзаки,"фэнтези,приключения",unknown,Ая и ведьма,unknown,2020
unknown,unknown,unknown,unknown,Ахмед и Салим,unknown,unknown
"Великобритания,Франция","Уилл Бечер,Ричард Фелан","приключения,комедия,семейный,научная фантастика",6193408,Барашек Шон: Фермагеддон,6.8,"2019,2020"
Россия,Иван Уфимцев,unknown,unknown,"Ах, эти жмурки!",unknown,1994
СССР,Гарри Бардин,сатира,0210563,Банкет (мультфильм),7.6,1986
"Великобритания,Франция",Марк Бёртон,"приключения,комедия,семейный",2872750,Барашек Шон (мультфильм),7.3,2015
СССР,"Сергей Юткевич,Анатолий Каранович",комедия,0054662,Баня (мультфильм),6.4,1962
США,Фил Вайнштейн,"семейный,приключения",0423849,Балто 3: Крылья перемен,6.1,2004
США,Крис Уэдж,комедия,0179011,Банни (мультфильм),6.7,1998
США,Доми Ши,короткометражный мультфильм,8075496,Бао (мультфильм),7.5,2018
США,Фил Вейнштейн,"приключенческий,семейный,мультфильм",0281634,Балто 2: В поисках волка,6.0,2002
США,Уильям Лау,"приключения,семейный фильм",1484922,Барби и три мушкетёра,6.3,2009
unknown,"Тэцуро Араки,Масаси Коидзука","боевик,драма,тёмное фэнтези,постапокалиптика",unknown,Атака на титанов,unknown,2020
СССР,"А,Снежко-Блоцкая",сказка,2403528,"Баранкин, будь человеком! (мультфильм)",6.8,1963
США,Саймон Уэллс,"семейный,приключения",0112453,Балто (мультфильм),7.1,1995
"Канада,Франция","Эрик Саммер,Эрик Уорин","приключения,мюзикл,семейный фильм",2261287,Балерина (мультфильм),6.7,2016
США,"Бад Лаки,Роджер Гулд",комедия,0395479,"Барашек (мультфильм, США)",6.8,2003
Россия,Анатолий Солин,unknown,2222838,Бабья работа,6.2,1992
ФРГ,"Кристоф,и ,Вольфганг Лауэнштайны","немое кино,драматический фильм",0096880,Баланс (мультфильм),7.9,1989
США,Энгус Маклейн,"супергеройская фантастика,приключения,научная фантастика",10298810,Базз Лайтер (мультфильм),6.1,2022
СССР,Лев Атаманов,музыкальная фантазия,0480343,Балерина на корабле,6.9,1969
СССР,Леонид Амальрик,сатирическая сказка для взрослых,0212787,Бабушкин козлик,6.9,1963
Россия,Андрей Золотухин,драма,0124992,Бабушка (мультфильм),6.4,1996
СССР,Лев Мильчин,unknown,11667930,Бабушкин зонтик,4.3,1969
США,Тэд Стоунс,"приключения,семейный фильм,мультфильм",0181196,Базз Лайтер из звёздной команды: Приключения начинаются,6.2,2000
unknown,Хиромаса Ёнэбаяси,"приключения,фэнтези,сказка",unknown,Ариэтти из страны лилипутов,unknown,"2010,2011"
Россия,Валерий Угаров,сказка,6857302,Бабка Ёжка и другие,5.9,"2003,2006"
СССР,Андрей Хржановский,unknown,0820033,Бабочка (мультфильм),7.1,1972
Украина,Марина Медвидь,"комедия,приключенческий фильм,семейный фильм,фэнтези",6971342,Бабай (мультфильм),4.7,2014
СССР,Валерий Угаров,юмор,1329108,Бабочка и тигр,6.4,1978
Республика Корея,Чо Бомчжин,"фантастика,комедия,боевик,криминал",0972542,Ачи и Сипак: Убойный дуэт,6.8,2006
США,Тони Тэнг,приключения,2104985,Аэротачки,3.2,2012
unknown,"Кодзи Моримото,Синъитиро Ватанабэ,Махиро Маэда,Питер Чунг,Энди Джонс,Ёсиаки Кавадзири,Такэси Коикэ","киберпанк,постапокалиптика,боевик,драма",unknown,Аниматрица,unknown,2003
СССР,Владимир Пекарь,"сказка,комедия,семейный",0448887,,6.5,"1979,1980"
unknown,Коити Охата,"фантастика,боевик,сёнэн,меха,этти",unknown,Ангелы смерти (аниме),unknown,2007
СССР,Юлиан Калишер,сказка,6489184,"Ах, принцесса!",6.1,1987
Япония,Фумитомо Кидзаки,"фантастика,драма,боевик,самурайский боевик",1265998,Афросамурай: Воскрешение,7.1,2009
США,"Виктор Кук,Тоби Шелтон,Тад Стоунс","приключения,комедия",0344864,Атлантида: Возвращение Майло,5.0,2003
США,"Гари Труздейл,Кирк Уайз","научная фантастика,приключения",0230011,Атлантида: Затерянный мир,6.9,2001
СССР,"Леонид Аристов,Игорь Николаев",сатира,11593062,Африканская сказка,6.0,1963
"Франция,Бельгия","Гаэтан Брицци,Пол Брицци","историческая,комедия",0088748,Астерикс против Цезаря,6.8,1985
Франция,"Александр Астье,Луи Клиши","историческая,комедия",8001346,Астерикс и тайное зелье,6.7,2018
"Франция,Бельгия","Александр Астье,Луи Клиши","историческая,комедия",3759416,Астерикс: Земля Богов,6.9,2014
"США,Япония,Гонконг",Дэвид Бауэрс,супергеройский фильм,0375568,"Астробой (мультфильм, 2009)",6.2,2009
"Франция,Дания","Стефан Фьельдмарк,Джеспер Мюллер","историческая,комедия",0371552,Астерикс и викинги,6.0,"2006,2007"
"Франция,Бельгия","Рене Госинни,Альбер Удерзо","историческая,комедия",0062687,Астерикс и Клеопатра,7.2,1968
"Франция,Бельгия",Пино ван Ламсвеерде,"исторический,комедийный",0090667,Астерикс в Британии,7.1,1986
"Германия,Франция",Герхард Хан,"историческая,комедия",0109162,Астерикс завоёвывает Америку,5.9,"1994,1995"
"Франция,Бельгия",Рей Госсенс,"историческая,комедия",0061369,Астерикс из Галлии,6.6,1967
Канада,,"документальный фильм,драматический фильм",13667778,"Архипелаг (мультфильм, 2021)",7.1,2021
unknown,Сидара Хироси,"приключения,сказка",unknown,Али-Баба и сорок разбойников (аниме),unknown,1971
США,Так Такер,"приключенческий фильм,комедия",0314166,Арнольд!,5.9,2002
США,unknown,unknown,13454122,"Арло, мальчик-аллигатор",6.4,2021
СССР,Леонид Носырев,"детский фильм,музыкальный фильм",1075301,Антошка,6.7,1969
СССР,Галина Баринова,Считалка,1321335,Апельсин (мультфильм),6.6,1976
Аргентина,Квирино Кристиани,сатира,0007646,Апостол (мультфильм),7.2,1917
СССР,Юрий Елисеев,сказка,unknown,Алёнушка и солдат (мультфильм),unknown,1974
США,"Дьюк Джонсон,Чарли Кауфман","комедийный фильм,драматический фильм,комедийная драма,романтический фильм",2401878,Аномализа,7.2,2015
СССР,Александра Снежко-Блоцкая,древнегреческая мифология,0369245,Аргонавты (мультфильм),7.2,1971
"Уругвай,Колумбия","Альфредо Содергуит,Альфредо Содергит",Семейный,1947964,Анина (мультфильм),7.0,2013
СССР,Лев Шукалюков,unknown,unknown,Алёнкин цыплёнок,unknown,1974
США,Рой Уилсон,"приключения,сказка",0133372,Аннабелль,7.2,1997
unknown,Сатоси Кон,"психологическая драма,исторический",unknown,Актриса тысячелетия,unknown,2001
СССР,Амен Хайдаров,легенда,unknown,Аксак кулан (мультфильм),unknown,1968
СССР,Франгиз Курбанова,unknown,unknown,Аквариум (мультфильм),unknown,1983
"Япония,США",Кацухиро Отомо,"боевик,постапокалиптика,киберпанк",unknown,Акира (аниме),unknown,1988
unknown,Сёдзи Кавамори,"приключения,фантастика,меха,драма,романтика",unknown,Акварион,unknown,2007
США,"Фил Ниббелинк,Саймон Уэллс","Комедийный ,вестерн",0101329,Американская сказка 2: Фейвел едет на Запад,6.5,1991
Армения,"Давид Саакянц,Люля Саакянц","семейный,приключения,мультфильм",2948816,Анаит (мультфильм),6.6,2014
США,Ларри Лэтэм,детский фильм,0166973,Американская история 3: Сокровища острова Манхэттен,5.6,1998
США,"Дон Блут,Гари Голдман","драма,комедия,мюзикл,фэнтези,приключения,семейный,мультфильм,мистика",0118617,Анастасия (мультфильм),7.1,1997
США,Дон Блут,семейный,0090633,Американский хвост,6.9,1986
unknown,Фумиаки Асано,"комедия,школа,повседневность",unknown,Адзуманга,unknown,2000
Канада,Захариас Кунук,unknown,13833710,Ангакусаяуджук: Ученик шамана,7.2,2021
США,Мэтт Томпсон,"комедия,боевик,научная фантастика",6733874,Америка: Фильм,5.6,2021
"США,Индия,Канада","Энтони Белл,Бен Глюк","комедия,приключения,семейный",1213012,Альфа и Омега: Клыкастая братва,5.1,2010
unknown,Ли Хаолин,"фэнтези,драма",unknown,Агенты времени,unknown,"2021,2023"
unknown,Фумихико Сори,научная фантастика,unknown,Агент Вексилл,unknown,2007
США,Ларри Лэтэм,"детский фильм,фильм-тайна",0197230,Американская история 4: Загадка ночи,5.7,1999
Россия,Геннадий Тищенко,научная фантастика,0377359,АМБА (мультфильм),6.5,"1994,1995"
США,Ричард Рич,"комедия,приключения,семейный фильм",3600760,Альфа и Омега 3: Великие волчьи игры,4.2,2014
США,Уолт Дисней,кинокомедия,0015553,Алиса и укус пчелы,4.9,1925
"Чехословакия,Швейцария,Великобритания,ФРГ",Ян Шванкмайер,фэнтезийный фильм,0095715,"Алиса (фильм, 1988)",7.4,1988
СССР,Роман Качанов,unknown,7665696,Алёшины сказки,5.0,1964
США,Тим Малтбу,"комедия,детектив,приключения",0433771,"Алоха, Скуби-Ду!",6.3,2005
США,"Ричард Рич,Энтони Белл","комедия,приключения,семейный фильм",3111728,Альфа и Омега 2: Приключения праздничного воя,4.7,2013
unknown,Кодзо Кудзуха,"приключения,историческая,драма",unknown,,unknown,1999
СССР,Григорий Ломидзе,сказка,2321988,Али-Баба и сорок разбойников (мультфильм),6.1,1959
Россия,Константин Бронзит,"комедия,приключения",0415481,Алёша Попович и Тугарин Змей,7.1,2004
СССР,Лев Атаманов,сказка,0949326,Аленький цветочек (мультфильм),7.5,1952
unknown,Юкихико Цуцуми,"психологический триллер,научная фантастика",unknown,,unknown,2009
Чили,"Хайме Эскудеро,Хуан-Карлос Трупп","комедия,роуд-муви",unknown,15 000 рисунков,unknown,1942
"США,Япония","Масакадзу Хигути,Тинами Намба","детский фильм,сказка",0827990,Аладдин (мультфильм Golden Films),5.7,1992
США,Дэйв Флейшер,"комедийный фильм,приключенческий фильм,семейный фильм,фэнтезийный фильм",0031025,Аладдин и его чудесная лампа,7.6,1939
unknown,Масаки Одзора,"повседневность,романтика",unknown,,unknown,"2014,2015"
США,Тэд Стоунс,"мюзикл,фэнтези,приключения",0115491,Аладдин и король разбойников,6.3,"1996,2010"
США,"Джон Маскер,Рон Клементс","мюзикл,фэнтезийная комедия",0103639,Аладдин (мультфильм Disney),8.0,1992
СССР,Владимир Попов,комедия,2378075,Академик Иванов,6.7,1986
unknown,Ясухиро Хориути,"научная фантастика,боевик,приключения",unknown,,unknown,1993
unknown,Дзюнъити Ватанабэ,"романтическая комедия,этти",unknown,,unknown,1990
unknown,Кадзухиса Такэноути,"приключения,фэнтези,ужасы",unknown,,unknown,1995
unknown,Такаси Наоя,романтическая комедия,unknown,,unknown,2018
unknown,Коити Масимо,"психологическая драма,киберпанк",unknown,,unknown,"2002,2003"
unknown,Койти Масимо,"комедия,киберпанк,виртуальная реальность",unknown,,unknown,2003
СССР,Аида Зябликова,Сказка,8347618,Акаиро,7.6,1980
unknown,Коити Масимо,"боевик,драма,приключения,фэнтези",unknown,,unknown,2003
"Перу,Нидерланды,Германия","Рихард Клаус,Хосе Селада","комедия,фэнтези,приключения",6570098,Айнбо. Сердце Амазонии,4.8,2021
Россия,Никита Михалков,документальный фильм,unknown,55 (фильм),unknown,2007
СССР,Наталия Червинская,сказка,2374805,Айболит и Бармалей (мультфильм),6.9,1973
США,"Николас Столлер,Даг Свитленд","комедия,семейный фильм",4624424,Аисты (мультфильм),6.8,2016
СССР,Анатолий Резников,unknown,1081450,Автомобиль кота Леопольда,6.5,1987
"Россия,Франция,Испания",Гарри Бардин,притча,0297703,Адажио (мультфильм),7.7,2000
СССР,Иван Аксенчук,сказка,6100140,Аист (мультфильм),7.1,1956
США,Минкью Ли,"мультфильм,коротометражка",2162565,Адам и его собака,6.9,2013
