country,director,genres,id_IMDb,name,rating_IMDb,year
ГДР,Ахим Хюбнер,"драма,военный",0368799,Всегда в пути твоё лицо,None,1960
Франция,"Марсель Кравенн,фр,рус","мини-сериал,экранизация,драма,мелодрама",0268867,Воспитание чувств (мини-сериал),8.3,1973
США,Шелдон Уилсон,природный фильм ужасов,0491005,Вороньё,4.3,2007
США,Роберт Исков,"Ужасы,научная фантастика,триллер,драма",0297120,Воспламеняющая взглядом 2: Всё заново,4.8,2002
СССР,"Александр Гуткович,Наум Ардашников",драма,0252798,"Вся королевская рать (фильм, 1971)",7.5,unknown
США,Виктор Гонсалес,"комедийная драма,фэнтези",2448374,Возвращение волшебников: Алекс против Алекс,6.3,2013
"США,Италия,Югославия",Базз Кьюлик,приключенческий фильм,0096535,Вокруг света за 80 дней (мини-сериал),7.1,1989
США,"Лев Л,Спиро,англ,рус","комедийная драма,фэнтези",1369845,Волшебники из Вэйверли Плэйс в кино,6.2,2009
США,Мэри Ламберт,"ужасы,боевик,фантастика",1680138,Возвращение титанов,3.0,2011
Великобритания,Серджо Толедо,драма,0102595,Война одного человека,6.0,1991
"Великобритания,Италия",Альберто Сирони,"фэнтези,драма,приключения",1130992,Волшебная история Пиноккио,5.5,2009
США,Роберт Льюис,"боевик,криминальный фильм,триллер",0100132,"Воспоминания об убийстве (фильм, 1990)",4.4,1990
Россия,Станислав Мареев,"драма,детектив",unknown,Бандитский Петербург. Фильм 7. Передел,unknown,2005
СССР,"Тимофей Левчук,Григорий Кохан",военный фильм,0333027,Война на западном направлении,7.6,1990
США,Ласло Бенедек,фантастика,0667852,Волк 359,6.6,1964
СССР,Тамара Лисициан,"приключения,сказка,мюзикл",0403655,Волшебный голос Джельсомино,6.6,1977
США,Джеймс Хэйман,"комедия,драма",1411249,Войны в женской общаге,5.7,2009
Великобритания,Бернард Ноулесс,"кинокомедия,мюзикл",0061937,Волшебное таинственное путешествие (фильм),6.1,1967
"Канада,Швейцария,Франция,Бельгия",Эрик Киванян,"Комедия,мелодрама",1275507,"Возвращение любви (фильм, 2009)",6.1,2009
Великобритания,Ричард Эйр,драма,0488991,"Вишнёвый сад (фильм, 1981)",6.8,1981
СССР,Александр Бланк,мелодрама,0264314,Возвращение Будулая,6.7,1985
СССР,Борис Шадурский,детектив,0452891,Водитель автобуса (фильм),6.6,1983
США,Майкл Паттинсон,unknown,0244290,Виртуальный кошмар,6.3,2000
Россия,Василий Мищенко,unknown,3711086,Батюшка (телесериал),None,2008
Австралия,Питер Уир,триллер,0079727,Водопроводчик (фильм),6.5,1979
США,Джонатан Крисел,"чёрный юмор,комедийная драма,сюрреалистический юмор",3468798,Баскетс,7.6,"2016,2019"
"Канада,США",Роберт Либерман,"фэнтези,драма,приключенческий фильм",0407384,Волшебник Земноморья (мини-сериал),5.7,2004
США,unknown,Полицейский процедурал,3215364,Батл Крик,7.2,2015
СССР,"Владимир Краснопольский,Валерий Усков",эпический фильм,0331802,Вечный зов (телесериал),7.8,1976
США,unknown,"чёрная комедия,комедия-драма,детектив,трагикомедия",5348176,Барри (телесериал),8.4,"2018,2023"
Россия,unknown,"комедия,драма",1365090,Барвиха (телесериал),3.5,"2009,2010"
"Германия,Австрия",Николаус Лейтнер,"Трагифарс,драма",1236364,"Визит старой дамы (фильм, 2008)",6.0,2008
США,Томми Ли Джонс,драма,1510938,Вечерний экспресс «Сансет Лимитед»,7.3,2011
США,unknown,"мистическая,драма,ужасы,боевик,с элементами комедии",0118276,Баффи — истребительница вампиров (телесериал),8.3,"1997,2003"
США,Пол Зиллер,фантастика,0114856,Виртуальное соблазнение,4.6,1995
Канада,Стивен Уильямс,детективный фильм,0308463,Весна убийств,5.2,2002
Турция,Берат Оздоган,"История,Драма,Приключение,Боевик",14473896,Барбаросса: Меч Средиземноморья,7.4,2021
СССР,Михаил Козаков,трагифарс,0127966,Визит дамы,7.4,unknown
Россия,"Андрей Бенкендорф,Владислав Фурман","драма,детектив",0368591,Бандитский Петербург. Фильм 6. Журналист,6.4,2003
США,unknown,"фэнтези,комедия,приключения",1928307,Бандиты во времени (телесериал),None,unknown
США,Грег Яйтанс,драма,2017109,Банши (телесериал),8.4,"2013,2016"
Россия,"Андрей Бенкендорф,Владислав Фурман","драма,детектив",0368590,Бандитский Петербург. Фильм 5. Опер,6.3,2003
"США,Канада",Джон Лэнг,"детская ,комедия,боевыми искусствами",0790781,Венди Ву: Королева в бою,5.4,2006
СССР,Игорь Усов,"сказка,детский фильм",0153525,"Весёлое сновидение, или Смех и слёзы",6.7,1976
США,Стюарт Марголин,детский фильм,0110068,Весёлые деньки на Диком Западе,4.8,1994
"Великобритания,США",Роберт Марковиц,драма,0210719,"Великий Гэтсби (фильм, 2000)",5.7,2000
Россия,"Андрей Бенкендорф,Владислав Фурман","драма,детектив",0368588,Бандитский Петербург. Фильм 4. Арестант,6.0,2003
"США,Великобритания",Стив Бэррон,"приключенческий фильм,драма,фэнтези",0130414,Великий Мерлин,7.1,1998
США,Кеннет Джонсон,"фильм ужасов,фильм-тайна",0229371,Вечер Эдгара Аллана По,7.4,1970
Россия,unknown,"драма,детектив",0394150,Бандитский Петербург. Фильм 2. Адвокат,8.0,2000
СССР,Алексей Коренев,комедия,0066520,Вас вызывает Таймыр (фильм),6.8,1970
Россия,Виктор Сергеев,"драма,детектив",0368589,Бандитский Петербург. Фильм 3. Крах Антибиотика,6.0,2001
СССР,unknown,научно-популярный фильм,unknown,В объективе — животные,unknown,unknown
Россия,Дмитрий Фикс,"комедия,мелодрама",0405519,"Бальзаковский возраст, или Все мужики сво…",4.8,"2004,2013"
Россия,unknown,"драма,детектив",0245602,Бандитский Петербург. Фильм 1. Барон,7.3,2000
США,Том Маклафлин,Триллер,0381116,Вашингтонский снайпер: 23 дня страха,6.0,2003
Германия,Матти Гешоннек,историческая драма,14321668,"Ванзейская конференция (фильм, 2022)",7.3,unknown
Австралия,Кен Кэмерон,драма,0096540,Бангкок Хилтон,7.8,1989
СССР,Валентин Козачков,детский фильм,1873631,"Валерка, Рэмка +…",6.6,1970
США,Гленн Джордан,комедия,0106356,Варвары у ворот (фильм),7.2,1993
США,unknown,Комедия-драма,2006848,Балерины (телесериал),7.6,"2012,2013"
Великобритания,Кейт Бартлетт,научно-популярный фильм,0283245,Баллада о Большом Але,8.1,2000
Россия,Анна Граждан,"художественно-документальный,сериал,докудрама",3610248,Великая война (документальный цикл),8.5,2010
Германия,,драматический фильм,0088377,"Ванзейская конференция (фильм, 1984)",7.7,unknown
Россия,Евгений Сангаджиев,драма,14824478,Балет (сериал),7.2,2023
СССР,Антонис-Янис Воязос,"военный фильм,шпионский фильм",0072578,Вариант «Омега»,7.7,1975
США,Кристофер Рив,"ЛГБТ-фильм,драматический фильм",0119362,В сумерках,7.1,1997
"Босния и Герцеговина,Хорватия",Эмир Юкич,ситком,1093078,"Балбес, Баламут и Ботаник",8.4,2007
СССР,Лариса Шепитько,"сказка,музыкальный фильм",0166864,В тринадцатом часу ночи,5.6,1968
США,"Рассел Малкэхи,Эллиот Сильверстайн,Роберт Земекис","антология,фэнтези,научная фантастика,ужасы,чёрная комедия",0096708,Байки из склепа (телесериал),8.0,"1989,1996"
Великобритания,unknown,"Фэнтези,Приключения,Древнегреческая мифология",2705602,"Атлантида (телесериал, 2013)",6.5,"2013,2015"
СССР,Мери Анджапаридзе,драма,30337183,"В пути (фильм, 1961)",None,1961
"США,Мексика",Джеф Мёрфи,триллер,0106426,"В тупике (фильм, 1993)",5.5,1993
США,Рэй Тейлор,"фильм-тайна,немое кино",0019620,Ас Скотланд-Ярда,6.5,1929
США,Дэниел Халлер,"фантастика,приключения",0078579,Бак Роджерс в XXV веке (телесериал),6.9,"1979,1981"
США,Майкл Веяр,научная фантастика,0280453,Вавилон-5: Легенда о рейнджерах. Жить и умереть в сиянии звёзд,6.0,2002
"США,Канада,Германия",Чарльз Джэрротт,"мелодрама,детектив,триллер",0112405,В полночный час,5.3,1995
Франция,Нина Компанеец,"драматический фильм,ЛГБТ-фильм,экранизация романа",1667060,В поисках утраченного времени (фильм),6.7,2011
США,"Дональд Гловер,Хиро Мураи","комедия-драма,сюрреалистическая комедия",4288182,Атланта (телесериал),8.6,"2016,2022"
Германская ,Вигго Ларсен,"криминальный фильм,драматический фильм,кроссовер,немое кино",1163741,Арсен Люпен против Шерлока Холмса,6.4,"1910,1911"
"Белоруссия,Россия",Александр Франскевич-Лайе,"драма,военный фильм",1270849,"В июне 41-го (телесериал, 2008)",5.2,2008
Россия,"Сергей Пикалов,Карен Захаров,Флюза Фаршхатова,Александр Сухарев",драма,1379761,"Атлантида (телесериал, 2007)",5.9,"2007,2008"
США,Джерри Лондон,Фантастика,0071717,Бульдозер-убийца,5.0,1974
США,unknown,"приключения,боевик,драма,научная фантастика",13622776,Асока (сериал),7.6,2023
США,unknown,"драма,мистика,ужасы",13365348,Архив 81,7.3,2022
США,"Роберт Янг,Роберт Кэмпбелл,Кристин Уайзер",научно-популярный фильм,0844158,В поисках гигантских обезьян,7.1,1976
США,"Джон Т,Кречмер",Драма,0859592,Армейские жёны,7.5,"2007,2013"
"Чехия,Германия",Вацлав Ворличек,"сказка,фильм-сказка,комедийный телесериал,приключенческий телесериал,комедийный фильм,приключенческий фильм",0182728,Арабелла возвращается,6.7,1993
СССР,"Николай Рашеев,Абрам Народицкий","музыкальный фильм,комедия,драма",0131331,Бумбараш,7.1,1972
Чехословакия,Вацлав Ворличек,"сказка,фильм-сказка,комедийный телесериал,приключенческий телесериал,комедийный фильм,приключенческий фильм",0175381,Арабелла (телесериал),8.4,"1979,1981"
СССР,Марлен Хуциев,"военный фильм,драма",0065507,Был месяц май,7.5,1970
СССР,Серик Райбаев,фантастика,5375068,"Бросок, или Всё началось в субботу",6.0,1976
"США,Канада",Крейг Баксли,"фильм ужасов,триллер,драма",0135659,Буря столетия (мини-сериал),7.3,1999
СССР,Геннадий Иванов,Мелодрама,2041322,Было у отца три сына,5.8,1981
Россия,"Геннадий Сидоров,Николай Лебедев,Юрий Мороз","Драма,Боевик,Военный фильм",1185446,Апостол (телесериал),7.5,2008
Южная Корея,,фэнтезийная телевизионная программа,4612952,Апельсиновый мармелад,6.3,2015
Великобритания,Дэвид Блэр,драма,0246353,"Анна Каренина (телесериал, 2000)",7.2,2000
Россия,"Денис Карро ,сезон,Артур Румынский ,Виталий Бордачёв ,все сезоны,Феликс Герчиков ,Евгений Семёнов ,Сергей Мезенцев ,Алексей Колмогоров ,Денис Елеонский ,Анарио Мамедов ,Андрей Мармонтов ,Кристина Борейко ","детектив,мистика,костюмное кино,мелодрама",6226710,Анна-детективъ,7.9,"2016,2021"
СССР,"Тамаз Гомелаури,Вахтанг Кикабидзе",комедия,0166114,"Будь здоров, дорогой",7.2,1981
США,Мартин Кэмпбелл,"фильм ужасов,чёрная комедия",0101550,Бросив смертельный взгляд,6.4,1991
Аргентина,Николас Дель Бока,"комедия,мелодрама,драма",0199182,Антонелла,6.7,1992
США,Лесли Либман,биография,5997492,Бритни навсегда,2.7,2017
Великобритания,Линси Миллер,драма,13406036,Анна Болейн (телесериал),5.6,2021
ФРГ,Райнер Вернер Фасбиндер,драма,0068314,Бременская свобода,7.0,1972
"Россия,Украина,Польша,Хорватия","Вальдемар Кшистек,Александр Тименко","Драма,Мелодрама,Биография",2729414,Анна Герман. Тайна белого ангела,7.5,"2012,2013"
СССР,Николай Калинин,"детский,экранизация,приключение",0281423,Бронзовая птица (фильм),7.4,1975
Германия,unknown,"мелодрама,семейный фильм",0312089,Анна (телесериал),6.7,1987
"Германия,Австрия",unknown,Мелодрама,1263713,Анна и её любовь,3.0,"2008,2012"
"США,Новая Зеландия","Марвин Дж,Чомски",детектив,0096985,Братство розы,6.7,1989
unknown,unknown,unknown,unknown,Ангел (телесериал),unknown,unknown
СССР,Бахтиёр Худойназаров,приключение,0101508,Братан (фильм),6.9,1991
"Великобритания,США",Дон Тейлор,детектив,0095014,Бриллиантовая ловушка,5.1,1988
США,Брэдфорд Мэй,криминальная драма,0113055,Борьба за справедливость: История Нэнси Конн,6.0,1995
Республика Корея,Ли Джуён,Психологический триллер,21146902,"Анна (телесериал, 2022)",7.5,2022
"Канада,США",unknown,Научная фантастика,0213327,Андромеда (телесериал),6.6,"2000,2005"
"ЮАР,Великобритания",Том Клегг,"военный фильм,приключенческий фильм,триллер",0120617,Браво-два-ноль (фильм),6.7,1999
США,Ким Мэннерс,"криминальный фильм,комедия",0109941,Борзые (фильм),6.2,1994
"США,Канада","Шон Леви,Рон Оливер","научная фантастика,подростковая драма,саспенс",0154147,Аниморфы (телесериал),6.5,"1998,1999"
США,unknown,биографическая драма,7632118,Анджелин (мини-сериал),6.0,2022
Швеция,Маркус Олссон,unknown,0302622,Брак короля Густава III,7.2,unknown
"США,Великобритания",Хьюго Блик,"ревизионистский вестерн,англ,рус",11771270,Англичанка (мини-сериал),7.8,2022
"США,Канада",Стюарт Гиллард,"Научная фантастика,Приключения",1419950,"Боги речного мира (фильм, 2010)",4.9,2010
СССР,Анатолий Тютюнник,Историко-революционный фильм,2896978,Бой на перекрёстке,None,1982
США,unknown,"Боевик,Криминал,Драма",1760943,"Ангелы Чарли (телесериал, 2011)",4.4,2011
США,Майк Николс,"драма,фэнтези",0318997,Ангелы в Америке (мини-сериал),8.1,2003
США,unknown,"приключенческий,боевик,научная фантастика,шпионский,триллер",9253284,Андор (телесериал),8.4,2022
СССР,Алексей Коренев,"комедия,мелодрама",0068304,Большая перемена,8.0,1972
Канада,Кари Скогланд,"Научная фантастика,Драма,Приключения",0310952,"Боги речного мира (фильм, 2003)",5.1,2003
США,Джеймс Кич,драма,0110790,Борьба за справедливость,5.0,1994
"Россия,Украина","Бата Недич,Оксана Тараненко,Игорь Забара",мелодрама,3504060,"Ангел-хранитель (телесериал, 2007)",5.4,"2007,2008"
США,Джон Лльюэллин Мокси,"приключенческий,боевик",0073972,Ангелы Чарли (телесериал),6.5,"1976,1981"
США,Макс Рид,Подростковая драма,0191551,"Ангел-подросток (телесериал, 1989)",6.2,1989
СССР,Арунас Жебрюнас,драма,0173684,"Богач, бедняк… (фильм, 1982)",7.1,1984
Россия,"Марк Горобец,Стас Иванов",мистика,3189138,"Ангел или демон (телесериал, Россия)",7.0,"2013,2017"
Испания,"Эдуард Кортес,Гонсало Лопес-Гальего,Мигель Бардем","мистика,драма",1728967,"Ангел или демон (телесериал, Испания)",6.7,2011
Франция,Кристоф Оноре,драма,0346039,Близко к Лео,7.0,2002
Мексика,unknown,"драма,криминал",0396398,Ангел в грязи,None,1967
США,Эд Жернон,комедия,0328877,Битва Мэри Кэй,5.8,2002
США,Ди Рис,Байопик,3704352,Бесси (фильм),6.7,2015
"Франция,Бельгия,Швейцария,ФРГ","Морис Казнёв,фр,рус","исторический фильм,драма,мелодрама",0277529,Блеск и нищета куртизанок (мини-сериал),8.0,1975
США,unknown,"Ситком,Фэнтези",4424726,Ангел из ада,6.2,2016
США,Брюс Дэвисон,"ужасы,научная фантастика,приключенческий боевик,комедия",1876261,"Бигфут (фильм, 2012)",2.5,2012
США,Кристиан МакИнтайр,"фильм ужасов,триллер",0252649,"Бермудский треугольник (фильм, 2001)",4.6,2001
США,"С,Дж,Кларксон","телесериал-антология,юридический триллер,юридическая драма,психологический триллер",12748084,Анатомия скандала,7.0,2022
СССР,"Виктор Макаров,Александр Полынников","кинокомедия,музыкальный фильм",0143133,Берегите женщин,6.6,1981
США,Ричард Мичелс,"триллер,драма",0082059,Берлинский тоннель номер 21,6.8,1981
США,Одед Раскин,"драма,детектив",6794990,Амнезия (телесериал),7.2,"2017,2020"
США,"Джон Ридли,Миллисент Шелтон,Грегг Араки,Со Йонг Ким,Виктория Махони,Стеф Грин,Таня Хэмилтон,Джошуа Марстон,Ханель Кулпеппер,Николь Кэссел,Сэм Миллер,Рэйчел Моррисон,Джессика Ю,Клемент Вирго,Кимберли Пирс,Джеймс Кент",криминальная драма,3488298,Американское преступление (телесериал),7.7,"2015,2017"
США,unknown,"Историческая ,драма,шпионский триллер",2149175,Американцы (телесериал),8.4,"2013,2018"
СССР,"Гига Лордкипанидзе,Гизо Габескирия",драма,0182782,"Берега (фильм, 1977)",9.1,1980
США,Алекс Уинтер,"приключения,фантастика,семейный",1037011,Бен-10: Наперегонки со временем,4.1,2007
США,Тони Ясенда,"комедийная драма,псевдодокументальный фильм,сатира,подростковая драма",6877772,Американский вандал,8.1,"2017,2018"
unknown,unknown,unknown,unknown,"Аманда О (телесериал, Россия)",unknown,unknown
США,unknown,драма,4257262,Американский жиголо (сериал),7.0,2022
СССР,Анатолий Ниточкин,"драма,исторический фильм",0238854,Белый шаман (фильм),7.1,1983
США,Пол Красни,приключенческий фильм,0111097,Белый ужас,6.4,1994
"Великобритания,Германия,Канада",Стив Шилл,"исторический телесериал,телесериал-экранизация романа",2009776,Бен-Гур (мини-сериал),6.3,2013
США,unknown,"медицинская драма,романтическая драма,чёрная комедия,мыльная опера",0413573,Анатомия страсти,7.6,2005
США,"Лони Перистер,Мэнни Кото,Лиз Фридлендер,Санаа Хамри,Эдуардо Санчес,Макс Уинклер","ужасы,антология,драма,сверхъестественная фантастика",12306692,Американские истории ужасов,6.3,2021
"Белоруссия,Россия",Леонид Белозорович,unknown,0101044,Белые одежды (фильм),7.2,1993
США,Алекс Уинтер,"приключения,фантастика",1327701,Бен-10: Инопланетный рой,4.6,2009
"Канада,Германия,США",Кэролайн Томпсон,"фэнтези,драма,приключения",0255605,"Белоснежка (фильм, 2001)",5.7,2002
США,unknown,драма,0319930,Американские мечты,7.7,"2002,2005"
США,Майкл Кон,"фильм ужасов,фэнтези",0119227,Белоснежка: Страшная сказка,6.1,1997
СССР,Михаил Козаков,"трагикомедия,мелодрама",0077230,Безымянная звезда (фильм),8.0,1979
США,unknown,"городское фэнтези,драма",1898069,Американские боги (телесериал),7.6,"2017,2021"
США,unknown,комедия,1442437,Американская семейка,8.5,"2009,2020"
США,unknown,"Драма,Мыльная опера",2255731,Американские реалии,6.8,unknown
СССР,Николай Засеев-Руденко,"мелодрама,комедия",3013708,Без году неделя,6.1,1982
СССР,Леонид Полонский,детектив,0312262,Без права на пощаду,6.4,1970
США,unknown,Ситком,5396394,Американская домохозяйка,7.4,"2016,2021"
"Франция,Чехия,Германия",Жан-Даниэль Верхак,драма,0261964,"Без семьи (фильм, 2000)",6.9,2000
США,unknown,"Драма,Правдивый криминал,англ,рус",2788432,Американская история преступлений,8.4,2016
США,Терри Хьюз,ситуационная комедия,0108693,Американская девушка (телесериал),6.8,"1994,1995"
СССР,Николай Александрович,музыкальная комедия,0231241,Бедная Маша,5.4,1982
США,Винсент МакЭвети,"драма,триллер",0102990,Бегство от смерти,5.4,1991
США,Чарльз Джэрротт,"мелодрама,биографический фильм",0093760,Бедная маленькая богачка: История жизни Барбары Хаттон,6.8,1987
США,unknown,криминальный телесериал,1532495,Американская ржавчина (сериал),7.2,2021
США,"Роберт Б,Уайди,Карен Гудман,Перри Миллер Адато,Мэл Стюарт,Тони Палмер,Чарльз Атлас,Терри Картер,Чак Уоркмэн,Мартин Скорсезе,Морган Невилл,Хиро Нарита,Девид Гилл,Кристиан Блэквуд,Сьюзен Лейси",документальный фильм,0364151,Американские мастера,8.2,1986
ПНР,Томаш Шадковский,социальная драма,0129482,"Бегство (фильм, 1986)",6.0,1986
США,Ди Джей Макхейл,"фильм ужасов,триллер,комедия",0131620,Башня ужаса,6.2,1997
США,Джерри Джеймсон,триллер,0072852,"Башня смерти (фильм, 1975)",6.6,1975
США,Люси Лью,комедийный боевик,15552018,Американец китайского происхождения,7.0,2023
США,unknown,"ужасы,драма,антология,сверхъестественная фантастика,триллер",1844624,Американская история ужасов,8.0,2011
США,Майкл Тошиюки Уно,"криминальный фильм,драма",0104311,Беглец среди нас,5.6,1992
Япония,unknown,Дорама,2188562,Аматян,8.2,2013
Мексика,unknown,Теленовелла,5688114,"Амазонки (телесериал, 2016)",7.8,2016
Бразилия,Тереза Лампрея,"мелодрама,драма,приключения",0420362,"Америка (телесериал, 2005, Бразилия)",5.6,2005
unknown,unknown,unknown,unknown,"Аттестат зрелости (фильм, 1977)",unknown,unknown
Великобритания,Айлинг Уолш,"драма,мелодрама",0423651,Бархатные пальчики,7.8,2005
Аргентина,unknown,комедия,1440409,"Аманда О (телесериал, Аргентина)",7.9,2008
"Канада,Германия",Милан Чейлов,приключения,0205737,Амазония (телесериал),7.4,"1999,2000"
Великобритания,Джеффри Сакс,"мелодрама,эротика",0324264,Бархатные ножки,7.7,2002
СССР,Сергей Овчаров,"комедия,сказка,фантастика",0173660,Барабаниада (короткометражный фильм),5.6,1980
Великобритания,Сандра Голдбахер,"драма,семейный фильм",1083845,Балетные туфельки (фильм),6.6,2007
США,Джон Милиус,боевик,0110573,"Банда мотоциклистов (фильм, 1994)",4.9,1994
США,"Аллан Кинг,Тимоти Бонд,Рене Боньер,Тим Бёртон","триллер,детектив",0088476,"Альфред Хичкок представляет (телесериал, 1985)",7.7,"1985,1989"
"Германия,Австрия",Томас Никель,драма,0144061,Альпийский патруль,5.1,"1998,2002"
США,unknown,ситком,0090390,Альф,7.4,"1986,1990"
Мексика,"Рафаэль Банкельс,Энрике Лисальде,Хильберто Масин","драма,мелодрама",0215388,Амалия Батиста,None,"1983,1984"
Великобритания,Джулиан Фарино,драма,0369084,"Байрон (фильм, 2003)",7.0,2003
СССР,"Валерий Харченко,Юрий Клебанов","комедия,музыкальный фильм",0078817,Бабушки надвое сказали…,5.0,1979
Республика Корея,Пак Джунхва,"Фэнтези,Исторический,Романтика,Боевик",20859920,Алхимия душ,8.8,"2022,2023"
США,unknown,Антология,0047708,"Альфред Хичкок представляет (телесериал, 1955)",8.5,"1955,1965"
СССР,"Нинель Ненова,Гено Цулая",комедия,0282365,"Бабочка (фильм, 1977)",7.0,1977
США,Дэнни Кэннон,"драма,научная фантастика",1728102,Алькатрас (телесериал),6.9,2012
Чехословакия,Антонин Москалик,драма,0138310,"Бабушка (фильм, 1971)",7.2,1971
Россия,"Илья Куликов,Виктор Конисевич","драма,комедия,криминальный",14596618,Аль-капотня,7.4,2021
Россия,"Сергей Кисляков,Дмитрий Ларченко,Юрий Устинов",документальное кино,unknown,Анатомия протеста,unknown,unknown
Республика Корея,,"исторический телесериал,телесериал о любви,телесериал-экранизация романа,телесериал альтернативной истории",13776460,Алые небеса,7.6,unknown
Великобритания,Дирбла Уолш,экранизация романа,3205394,«Ахап Ереч» Роальда Даля,6.9,2015
СССР,Георгий Юнгвальд-Хилькевич,"комедия,водевиль,мюзикл",0078743,"Ах, водевиль, водевиль…",6.4,1980
Мексика,"Мигель Корсега,Моника Мигель","драма,мелодрама",0212640,"Алондра (телесериал, 1995)",7.5,1995
США,Джэйкоб Вербрюгген,"детектив,криминальная драма",4604612,Алиенист,7.7,"2018,2020"
СССР,Марина Голдовская,документальный фильм,0244405,"Аркадий Райкин (фильм, 1975)",None,1975
"США,Великобритания,Германия",Стив Бэррон,"фэнтезийный фильм,приключенческий фильм",0181199,Арабские приключения (мини-сериал),7.4,2000
США,"Дэвид Джексон,Дик Лоури","фильм-катастрофа,боевик,драма,триллер",0144039,Атомный поезд,4.7,1999
"США,Литва",Дик Лоури,исторический,0259127,Аттила-завоеватель (мини-сериал),6.6,2001
США,Байрон Хаскин,фантастика,0667826,Архитекторы страха,7.6,1963
Япония,Синсукэ Сато,"научная фантастика,триллер,драма",10795658,Алиса в Пограничье,7.7,2020
"Канада,Великобритания",Ник Уиллинг,"семейный фильм,сказка",1461312,Алиса в Стране чудес (мини-сериал),7.2,2009
СССР,"А,Белинский,В,Васильев",телевизионный балет,0238840,Анюта (фильм-балет),8.0,1982
Франция,"Даниэль Касателле,Изабелла Кларк",документальный,1508238,Апокалипсис: Вторая мировая война,9.0,2009
Россия,Наталия Мещанинова,драма,22228432,Алиса не может ждать,6.7,2022
Великобритания,"Дэвид Крофт,Робин Карр,Мартин Деннис,Сюзан Бельбин,Ричард Боден,Майк Стифенс,Сью Лонгстаф,Джон Хоббс",Ситуационная комедия,0086659,"Алло, алло!",8.4,"1982,1992"
Россия,Леонид Белозорович,"Детектив,История",12730510,Алекс Лютый (телесериал),6.8,2020
СССР,Юрий Вышинский,unknown,0312373,"Аппассионата (фильм, 1963)",6.0,1963
СССР,"Михаил Жаров,Виталий Иванов,Владимир Рапопорт","детективный фильм,комедия",1095166,Анискин и Фантомас,6.4,1974
Россия,Фёдор Бондарчук,драма,23034674,Актрисы (сериал),6.4,2023
США,"Саймон Лэнгтон,англ,рус",мелодрама,0088726,"Анна Каренина (фильм, 1985)",6.3,1985
США,unknown,Драма,3074646,Активы (телесериал),7.4,2014
США,unknown,"драма,мистический,триллер,научная фантастика",12262202,Аколит (сериал),None,2024
Великобритания,"Андреас Прочаска,Кристофер Смит","экшен,шпионский,триллер",6964748,Алекс Райдер,7.5,2020
Россия,unknown,"драма,криминал",9637462,Алиби (телесериал),6.5,2021
Мексика,"Хуан Карлос Муньос,Аурора Молина","драма,мелодрама",0124226,"Акапулько, тело и душа",7.5,"1995,1996"
"США,Австрия,Италия",Марвин Чомски,"драма,исторический фильм",0090638,Анастасия: Загадка Анны,6.6,1986
Россия,unknown,детектив,7665674,Акватория (сериал),None,2017
США,Спайк Ли,"детектив,драма,комедия",0805666,"Акула (телесериал, 2006)",7.1,"2006,2008"
"США,Румыния","Дон Э,Фонтлерой",природный фильм ужасов,1137996,Анаконда 3: Цена эксперимента,2.8,2008
"США,Канада",Артуро Мануит,"теленовелла,фэнтези,подростковая драма,комедия",5103536,Академия Уитс,5.7,2015
США,Билли Вудрафф,"фэнтези,сверхъестественное,ужасы",14689620,Академия вампиров (телесериал),6.4,2022
США,Ральф Хемекер,"триллер,драма,мелодрама",0869921,Ангелы падают,5.7,2007
США,"Дон Э,ФонтЛеРой","природный фильм ужасов,фэнтези",1150934,Анаконда 4: Кровавый след,2.9,2009
США,unknown,экшен-триллер,5924572,Академия смерти (телесериал),7.5,2019
США,"Томми О,Хейвер","драма,детектив",0802948,Американское преступление (фильм),7.2,2008
США,unknown,"чёрная комедия,драма,научная фантастика,супергеройский,фэнтези",1312171,Академия Амбрелла (телесериал),7.9,2019
США,Дэвид Белтон,unknown,2070840,Амиши (фильм),7.9,2012
Россия,Александр Адабашьян,"детектив,криминал,история",0312403,"Азазель (мини-сериал, 2002)",6.3,2002
США,Сэндэр Стерн,"ужасы,триллер",0096808,Амитивилль 4: Зло спасается,4.4,1989
США,Лоуренс Шиллер,судебная драма,0250135,"Американская трагедия (фильм, 2000)",5.4,2000
Россия,Павел Тупик,"документальный,драма",unknown,1812 (документальный цикл),unknown,2012
США,Джон Кролл,"фантастика,комедия",0112339,Аманда и инопланетянин,4.7,1995
СССР,Евгений Ташков,военный фильм,0128915,Адъютант его превосходительства,7.9,1969
Норвегия,"Патрик Сиверсен,Себастьян Дален,Оле Гьявер,Вегар Хоел,Роар Утхауг",комедия положений,2043143,Адский фьорд,7.1,2012
Россия,Михаил Мокеев,"историческая ,мелодрама",3010448,Адъютанты любви,6.0,"2005,2006"
США,unknown,подростковый ситком,0972534,АйКарли,6.8,"2007,2012"
СССР,Марийонас Гидрис,драма,4795608,"Американская трагедия (фильм, 1981)",7.0,1981
"США,Германия,Великобритания",Ник Уиллинг,"фэнтези,семейный фильм,приключенческий фильм",0164993,"Алиса в Стране чудес (фильм, 1999)",6.3,1999
Россия,"Дмитрий Фикс,Александр Павловский,Илья Максимов,Роман Фокин,Андрей Соколов,Игорь Четвериков,Мария Рязанова,Сергей Репецкий,Юрий Попович,сезон,Исаак Пятницкий ","криминал,драма",0963382,Адвокат (телесериал),5.1,"2004,2018"
